lat,long,number_of_people
49.84229389,24.01751345,20
49.83973861,24.01059399,70
49.84222250,24.01735221,25
49.83958460,24.01020091,56
49.84211294,24.01709860,43
49.83954809,24.01011213,19
49.84202018,24.01687324,12
49.84182668,24.01662707,9
49.84165864,24.01601626,40
49.83912307,24.00899773,27
49.84404835,24.02457503,18
49.83905974,24.00883022,47
49.84130338,24.01515096,44
49.83901649,24.00871666,23
49.84114158,24.01490309,43
49.83888419,24.00839105,40
49.84111688,24.01467132,27
49.83869291,24.00789031,40
49.84105477,24.01451572,9
49.83855223,24.00752875,30
49.84097042,24.01430119,18
49.83841628,24.00719320,25
49.84085539,24.01401877,40
49.83831171,24.00691212,40
49.84026118,24.01354200,22
49.83817868,24.00656624,18
49.83808887,24.00633766,25
49.83924362,24.00982162,22
49.83798418,24.00603746,19
49.83917064,24.00963088,9
49.84400473,24.02447781,19
49.83793927,24.00591039,33
49.83908940,24.00942145,15
49.83893368,24.00904757,37
49.83778393,24.00545583,10
49.83885793,24.00886373,18
49.83877696,24.00867719,10
49.83748528,24.00463478,24
49.83872057,24.00853399,77
49.83617599,24.00116432,19
49.83533489,24.00172786,12
49.83604396,24.00123356,10
49.83583492,24.00138448,8
49.83546569,24.00189028,17
49.86782212,24.03139795,6
49.86785402,24.03228230,11
49.86770777,24.03194557,3
49.86749127,24.03207262,6
49.86735402,24.03254801,24
49.86744291,24.03377956,18
49.86738957,24.03298245,5
49.86720989,24.03520066,4
49.86720258,24.03544952,7
49.86719188,24.03570136,5
49.86717822,24.03597417,5
49.86732581,24.03624067,6
49.86716702,24.03624206,4
49.86694664,24.03659429,7
49.80561302,24.04003613,4
49.80560815,24.03969758,4
49.80603959,24.03908092,6
49.80562511,24.03945170,3
49.80572621,24.03882166,5
49.86556281,24.02643880,1
49.83327398,24.02089742,30
49.83316389,24.02110038,29
49.83311157,24.02119697,21
49.83287730,24.02162694,19
49.83376185,24.02001199,15
49.83324925,24.02119792,23
49.83351143,24.02045511,31
49.83322368,24.02168045,2
49.83338676,24.02067292,32
49.83300142,24.02165101,19
49.81812689,23.99569893,19
49.81904384,23.99565925,3
49.81875932,23.99555036,4
49.81460960,23.99449537,290
49.81858250,23.99550474,3
49.81841042,23.99546780,1
49.81830012,23.99516077,12
49.81756281,23.99515112,6
49.81738584,23.99509282,5
49.81695824,23.99512237,4
49.81673555,23.99473642,2
49.81655679,23.99482797,10
49.81639122,23.99476440,7
49.81951194,23.99590202,4
49.81628753,23.99454195,8
49.81603694,23.99466559,7
49.81589543,23.99462096,2
49.81568256,23.99454469,4
49.81552049,23.99449450,6
49.81611715,23.99497528,402
49.81521609,23.99438753,6
49.81507612,23.99434168,1
49.81488870,23.99427822,15
49.81475371,23.99407034,8
49.81454364,23.99416201,6
49.81937327,23.99579606,4
49.81437149,23.99410558,3
49.81419755,23.99404678,11
49.81384701,23.99393312,8
49.81366384,23.99387422,9
49.81573913,23.99529634,479
49.81925646,23.99573713,5
49.81495664,23.99503355,180
49.85606735,24.01459845,6
49.85582282,24.01608106,12
49.85580498,24.01642062,6
49.85582300,24.01459593,16
49.85594151,24.01482384,4
49.83674779,24.08248300,7
49.83696601,24.08237137,7
49.83635558,24.08337201,5
49.83632215,24.08311127,1
49.83654163,24.08272698,4
49.83662399,24.08244552,1
49.83666354,24.08272788,2
49.84178989,24.02047027,13
49.84170523,24.02137438,21
49.84182906,24.02148375,16
49.84169959,24.02114337,11
49.84182111,24.02121654,14
49.84168801,24.02089586,18
49.84180534,24.02082478,12
49.84167517,24.02061456,18
49.85019588,24.01891396,11
49.85040259,24.01891540,12
49.85053224,24.01891619,14
49.85096237,24.01892075,342
49.82955699,24.02526068,15
49.82939482,24.02522270,20
49.83109846,23.96626121,1
49.83115362,23.96566516,9
49.83142567,23.96594585,7
49.83131351,23.96567330,5
49.83152855,23.96569748,2
49.83320483,23.96470663,4
49.83193479,23.96566192,12
49.83293103,23.96464134,4
49.83297493,23.96460869,2
49.83084606,23.96591116,4
49.83086949,23.96549900,5
49.83097465,23.96565310,11
49.83293102,24.07056946,6
49.83237781,24.07039463,12
49.83227303,24.07030516,13
49.83256095,24.07121903,3
49.83281706,24.07033523,15
49.83261107,24.07073210,24
49.83263965,24.07035940,4
49.83243257,24.07064393,4
49.83246697,24.07038016,19
49.83570555,24.03048498,20
49.83620194,24.03008733,16
49.83620326,24.03027433,13
49.83608983,24.03017512,29
49.83605255,24.03040243,32
49.83593435,24.03030003,18
49.83590269,24.03051847,16
49.83586394,24.03035634,8
49.83575304,24.03063691,20
49.82772928,24.04621547,21
49.82704440,24.04741207,13
49.82701113,24.04838132,10
49.82699951,24.04753792,4
49.82691447,24.04778205,19
49.82688366,24.04860932,11
49.82681434,24.04805257,18
49.82677170,24.04895634,14
49.82676617,24.04818730,16
49.82665694,24.04929228,10
49.82651859,24.04889294,9
49.82646909,24.04903673,13
49.82732641,24.04661541,22
49.82748601,24.04690408,50
49.82720653,24.04693714,8
49.82736431,24.04727090,4
49.82715418,24.04709639,1
49.82718002,24.04775942,7
49.87080338,24.05428702,344
49.87359242,24.05497496,735
49.87161956,24.05243440,614
49.87322420,24.05222637,988
49.87160584,24.05127331,234
49.87438646,24.05247138,540
49.87063950,24.05625524,281
49.87201505,24.05081152,209
49.87107363,24.05519644,246
49.87201310,24.05287098,485
49.87111841,24.05264910,10
49.87107568,24.05228367,9
49.87118945,24.05338902,356
49.87145725,24.05182564,6
49.87143170,24.05158891,4
49.87303019,24.05099061,497
49.87319655,24.05420282,325
49.83290268,23.96363987,2
49.83251744,23.96346775,3
49.83287134,23.96359100,1
49.83237622,23.96334562,7
49.83239038,23.96321854,5
49.83222341,23.96311194,10
49.83224828,23.96298754,2
49.83231331,23.96249758,5
49.83164371,23.96131389,2
49.83161933,23.96124002,2
49.83286195,23.96399134,6
49.83156191,23.96103042,1
49.83153184,23.96093903,3
49.83146977,23.96073328,3
49.83144070,23.96064345,3
49.83137433,23.96042015,1
49.83128284,23.96012726,3
49.83125666,23.96004323,6
49.83277205,23.96403191,5
49.83303557,23.96393839,5
49.83161555,23.96053068,6
49.83159410,23.96046919,2
49.83157317,23.96040652,4
49.83155331,23.96034429,1
49.83148276,23.96010510,1
49.83146606,23.96005201,4
49.83144416,23.95997958,4
49.83301223,23.96387450,1
49.83142472,23.95991679,2
49.83131517,23.95954472,3
49.83129575,23.95948291,2
49.83127546,23.95941869,2
49.83120321,23.95924217,2
49.83139573,23.95872627,7
49.83266699,23.96370430,1
49.78324456,24.07473080,5
49.78360154,24.07477046,9
49.78438262,24.07457938,18
49.84060332,24.06790728,11
49.84018964,24.06888644,3
49.84012089,24.06904044,4
49.84009137,24.06916379,3
49.84048222,24.06770620,1
49.84051189,24.06819642,2
49.84060862,24.06857384,11
49.84053944,24.06885629,11
49.84026719,24.06858010,8
49.83363671,24.03306657,15
49.83425839,24.03261378,19
49.83357511,24.03318535,13
49.83409688,24.03279747,9
49.83348949,24.03335526,8
49.83395387,24.03297443,12
49.83383482,24.03315870,14
49.83332534,24.03365794,13
49.83375719,24.03330638,12
49.83447727,24.03175511,20
49.83326193,24.03378122,9
49.83366222,24.03349015,15
49.83352490,24.03374376,18
49.83489418,24.03201968,6
49.83480016,24.03208687,17
49.83463561,24.03220421,13
49.83370123,24.03294618,7
49.83446061,24.03238506,17
49.83223632,24.00526274,13
49.83296872,24.00454275,29
49.83307690,24.00408950,33
49.83309517,24.00436675,26
49.83247765,24.00522873,21
49.83238348,24.00505191,14
49.83255820,24.00511734,15
49.83269278,24.00493154,26
49.83269379,24.00463613,40
49.83279679,24.00478715,13
49.83282366,24.00445345,20
49.86275651,24.06230371,8
49.86304900,24.06237954,4
49.86284001,24.06239411,4
49.86356283,24.06275767,5
49.86300944,24.06250542,4
49.86181509,24.06386439,17
49.86315789,24.06271448,7
49.86326882,24.06269137,3
49.86332824,24.06273838,1
49.86343781,24.06295302,2
49.86348779,24.06304592,1
49.86363565,24.06300257,4
49.86248189,24.06218659,2
49.86281024,24.06213666,8
49.86256044,24.06214283,3
49.83648753,24.03562250,13
49.83664644,24.03624798,21
49.83654806,24.03590087,24
49.83684771,24.03563744,47
49.83679587,24.03588462,24
49.84922441,24.00530761,5
49.84941250,24.00510486,7
49.84933118,24.00485430,1
49.84938063,24.00461325,2
49.84921208,24.00419655,4
49.84959822,24.00455620,2
49.84924483,24.00405624,6
49.84946928,24.00425088,7
49.84950569,24.00410343,12
49.84957557,24.00380947,8
49.84403297,24.03857770,14
49.84370825,24.03855114,12
49.84348538,24.03810802,6
49.84361579,24.03823327,17
49.84324285,24.01019224,29
49.84328430,24.00998423,17
49.84346878,24.01006373,10
49.84343594,24.00962158,4
49.84365275,24.00957741,57
49.81668783,23.96734989,2
49.81654691,23.96714505,7
49.81635820,23.96707192,3
49.81628551,23.96689879,2
49.81607728,23.96652526,1
49.81606063,23.96621884,7
49.81579828,23.96592691,11
49.82849670,23.96476655,8
49.82831529,23.96489906,7
49.82833986,23.96474905,1
49.82817009,23.96488237,2
49.82800135,23.96470232,3
49.82786485,23.96486543,5
49.82774580,23.96466600,2
49.82760871,23.96484314,6
49.82739375,23.96476610,2
49.82722986,23.96459762,5
49.82725705,23.96477600,11
49.82699445,23.96453008,5
49.82698777,23.96471798,6
49.82685023,23.96455396,2
49.82660724,23.96466727,1
49.82674940,23.96448792,3
49.82617873,23.96464143,8
49.82927208,23.96501310,3
49.82659523,23.96448991,6
49.82631234,23.96439321,7
49.82607088,23.96445611,9
49.82588002,23.96434746,12
49.82563338,23.96455675,11
49.82544021,23.96453913,2
49.82935919,23.96488739,7
49.82557110,23.96438661,9
49.82528304,23.96451552,1
49.82529196,23.96434771,6
49.82489039,23.96430434,10
49.82479087,23.96429190,1
49.82448497,23.96418876,1
49.82912431,23.96499276,4
49.82427135,23.96417794,6
49.82392402,23.96415894,3
49.82377226,23.96413484,9
49.82912227,23.96483430,1
49.82894697,23.96497392,3
49.82872251,23.96480525,5
49.82875497,23.96495623,12
49.84379473,24.02278096,27
49.85611083,24.03005299,5
49.85657037,24.03227168,15
49.85659905,24.03241953,10
49.85672264,24.03327020,40
49.85679685,24.03338657,4
49.84075024,24.00470507,23
49.84094058,24.00523508,25
49.84077347,24.00562611,42
49.84092569,24.00620456,25
49.84071870,24.00401058,31
49.84080291,24.00586155,31
49.84081901,24.00617547,36
49.84082720,24.00402769,15
49.84083399,24.00424434,14
49.84068541,24.00449015,4
49.84084756,24.00454282,31
49.84087627,24.00472817,5
49.79808141,24.02924242,10
49.79772347,24.02765893,547
49.79670664,24.02835111,514
49.79779165,24.02726607,6
49.79804580,24.02679296,2
49.79872151,24.02682146,196
49.79807030,24.02815918,323
49.79923316,24.03082444,247
49.79940015,24.02890687,380
49.79859514,24.02981284,171
49.84552153,24.02009643,30
49.84645550,24.02023540,34
49.84725940,24.02039951,41
49.84745146,24.02026499,21
49.84771115,24.02002382,28
49.84813548,24.02020964,26
49.84801924,24.02022934,36
49.84786803,24.02025269,35
49.84979278,24.02049281,4
49.84829266,24.02018357,9
49.84571694,24.02029172,43
49.84984104,24.02063621,13
49.84842811,24.02016341,25
49.85005396,24.02054634,23
49.84853515,24.02014611,12
49.85025388,24.02069263,45
49.84864547,24.01990576,8
49.84880654,24.02010322,13
49.84903521,24.02011868,27
49.84921050,24.02015818,21
49.85320503,24.02006110,140
49.84932111,24.01994342,31
49.85355614,24.02011633,202
49.84965571,24.02025812,21
49.84978756,24.02028577,10
49.84991363,24.02031074,20
49.85056767,24.01964656,21
49.85060779,24.01985301,18
49.84614527,24.02052726,10
49.85200122,24.01954442,1
49.85226492,24.01965496,1
49.85243392,24.01922403,15
49.85377746,24.01794003,17
49.85376660,24.01746818,42
49.85376481,24.01695746,27
49.84627478,24.02025774,36
49.85368173,24.01941421,5
49.85348641,24.01775076,22
49.85351544,24.01834013,31
49.85321557,24.01849154,22
49.85282845,24.01889905,12
49.82620324,24.02699050,177
49.82721944,24.02609962,12
49.85698325,24.00904703,2
49.85679555,24.00768680,7
49.85699187,24.00787532,5
49.85704315,24.00773242,11
49.85686093,24.00577367,13
49.85732789,24.00805318,3
49.85693816,24.00560800,11
49.85670262,24.00492416,6
49.85673332,24.00472136,5
49.85699046,24.00883704,6
49.85678019,24.00461103,1
49.85653484,24.00584645,4
49.85666878,24.00437214,2
49.85665491,24.00540154,2
49.85665931,24.00429877,2
49.85661785,24.00396419,2
49.85658569,24.00501575,4
49.85658502,24.00346301,10
49.85657869,24.00431364,4
49.85665030,24.00325963,4
49.85698752,24.00857778,3
49.85709443,24.00848914,2
49.85690264,24.00802428,2
49.86196562,23.96899799,3
49.86210706,23.96896037,9
49.86216947,23.96838880,12
49.86236091,23.96873098,5
49.86228158,23.96806768,2
49.86246224,23.96858464,4
49.85793260,24.04546619,3
49.85798887,24.04531728,2
49.85803817,24.04545215,5
49.85807825,24.04528327,2
49.85830949,24.04509529,5
49.85846687,24.04509892,15
49.85731576,24.04558291,2
49.85751570,24.04565904,2
49.85739597,24.04555031,2
49.85748924,24.04547049,2
49.82211620,24.03479751,1
49.82236641,24.03609141,6
49.82209335,24.03531785,12
49.84178822,23.97773074,4
49.84185957,23.97787792,13
49.84178265,23.97811009,3
49.84242886,23.97784955,3
49.84219255,23.97771519,2
49.84237973,23.97793150,7
49.84210843,23.97772775,2
49.84224617,23.97790682,5
49.84195481,23.97773734,6
49.84211186,23.97786559,8
49.85528494,24.05017818,10
49.85493523,24.05033322,6
49.85519074,24.05015443,5
49.85509242,24.05012911,2
49.85478826,24.05017277,8
49.85500310,24.05010504,5
49.85483271,24.05006374,6
49.85541896,24.05030104,3
49.85527568,24.05028888,8
49.85548043,24.05022396,9
49.85523815,24.05026037,5
49.85510623,24.05037113,3
49.83112837,24.04528234,16
49.83052979,24.04439166,16
49.83043013,24.04494682,6
49.83048872,24.04463531,118
49.83095557,24.04548756,13
49.83096229,24.04515244,7
49.83084515,24.04496327,2
49.83060992,24.04447887,29
49.83053100,24.04517032,7
49.81730462,24.05793624,172
49.81778143,24.05547939,102
49.81719660,24.05437298,75
49.81763023,24.05477712,64
49.81708978,24.05388971,59
49.81722419,24.05288629,199
49.81696747,24.05333484,84
49.81682997,24.05104463,125
49.81673444,24.05207357,278
49.81670867,24.04997084,5
49.81820070,24.05747851,100
49.81659927,24.04981143,10
49.81627901,24.04989048,18
49.81662048,24.04937084,7
49.81619693,24.04953541,19
49.81778394,24.05715441,114
49.81810484,24.05699314,106
49.81799917,24.05650662,96
49.81668366,24.05517401,71
49.81839310,24.05484727,30
49.81730181,24.05485567,78
49.84648695,24.04195714,102
49.84633103,24.04413281,35
49.84590066,24.04375947,31
49.84567037,24.04364505,58
49.84537906,24.04423345,18
49.84634830,24.04173407,34
49.84572257,24.04605071,1
49.84661417,24.04287321,28
49.84605106,24.04272874,13
49.84600612,24.04298874,72
49.84627041,24.04286294,18
49.84600428,24.04378230,13
49.81351814,24.07197575,4
49.81593631,24.06717814,2
49.81541332,24.06838528,29
49.81260037,24.07307571,8
49.81247217,24.07377811,28
49.81153474,24.07561269,2
49.81166910,24.07841054,12
49.79821534,24.05340722,829
49.79838616,24.05624108,318
49.80072499,24.05212859,173
49.79889706,24.05610113,217
49.79930927,24.05558776,250
49.79974002,24.05647285,216
49.79981286,24.05760085,209
49.79976395,24.05795207,219
49.79935656,24.05259198,724
49.79991299,24.05369462,201
49.80032558,24.05291760,186
49.82763330,23.95628975,95
49.82662660,23.95642642,25
49.82663257,23.95680480,1
49.82636716,23.95655404,5
49.82615163,23.95664924,10
49.82592461,23.95674336,3
49.85109666,24.02638768,19
49.85113086,24.02619133,28
49.85083120,24.02853444,58
49.85090531,24.02791757,45
49.85093378,24.02768778,14
49.85096998,24.02741781,37
49.83714372,24.06591976,2
49.83693705,24.06655279,1
49.83678083,24.06418413,12
49.83685312,24.06476458,1
49.83693172,24.06552874,11
49.85607479,24.03649525,86
49.85566488,24.03667183,24
49.85477807,24.03840241,7
49.85555333,24.03681609,17
49.85531663,24.03681214,4
49.85512835,24.03737431,4
49.85429239,24.03948784,9
49.85413192,24.03984258,16
49.85402746,24.04007528,3
49.85459598,24.03785346,37
49.85429943,24.03808194,5
49.85410526,24.03806380,9
49.85424809,24.03834975,5
49.85598375,24.03624781,39
49.85445557,24.03886672,25
49.85403819,24.03976001,13
49.85591184,24.03634034,29
49.85520869,24.03758985,72
49.85530580,24.03816637,65
49.83902045,24.04078675,41
49.83893219,24.04147478,23
49.83882992,24.04127198,19
49.83871536,24.04125342,16
49.83862336,24.04142495,14
49.83848861,24.04115211,34
49.83853123,24.04139541,14
49.83841744,24.04109458,24
49.83847761,24.04135555,20
49.83976881,24.04138093,16
49.83824407,24.04096714,14
49.83834457,24.04125451,24
49.83822311,24.04116252,21
49.83959975,24.04154192,27
49.83950566,24.04134318,17
49.83942113,24.04151912,28
49.83932178,24.04131780,15
49.83925929,24.04151261,24
49.83921075,24.04081721,35
49.83910092,24.04149924,25
49.84383549,23.97315114,5
49.84364051,23.97334036,8
49.84362259,23.97309837,5
49.84354908,23.97335080,5
49.84345136,23.97338050,7
49.84340324,23.97326407,6
49.84336690,23.97339917,3
49.84332447,23.97328047,7
49.84316997,23.97343804,2
49.84437947,23.97300408,1
49.84307955,23.97345267,2
49.84308871,23.97332821,4
49.84295627,23.97349241,5
49.84284130,23.97351644,3
49.84286207,23.97332847,7
49.84265700,23.97356185,10
49.84271048,23.97341575,11
49.84249940,23.97359706,8
49.84431915,23.97322704,1
49.84243353,23.97348648,4
49.84432179,23.97302132,2
49.84096711,23.97399904,4
49.84156214,23.97372674,173
49.84067999,23.97406943,9
49.84403124,23.97325971,10
49.84056238,23.97413478,13
49.84005395,23.97427824,2
49.84415306,23.97302943,1
49.84025067,23.97395341,7
49.84380608,23.97330258,4
49.84398518,23.97307589,1
49.84372312,23.97332152,5
49.87530485,23.94626319,3
49.87549802,23.94498175,6
49.87555946,23.94463866,5
49.87560772,23.94439592,8
49.87565535,23.94411951,9
49.87569142,23.94385098,3
49.87577342,23.94331567,22
49.87584676,23.94284094,1
49.87592305,23.94244706,5
49.87532817,23.94597423,6
49.87538107,23.94572800,7
49.87544833,23.94544550,6
49.87547366,23.94525804,2
49.83389361,24.04044281,24
49.83345702,24.03986797,12
49.83333802,24.03974949,18
49.83395280,24.04029479,8
49.83373621,24.04030409,16
49.83378273,24.04015082,19
49.83361702,24.04020072,28
49.83363569,24.04002913,27
49.83340211,24.04001944,25
49.83356931,24.03997058,23
49.83324990,24.03988928,39
49.84033006,24.02752680,11
49.83998377,24.02685524,5
49.83990319,24.02669337,11
49.83961330,24.02584370,80
49.83979206,24.02649593,22
49.83947948,24.02560178,17
49.83962096,24.02618158,68
49.83953205,24.02602512,75
49.83939261,24.02576838,10
49.83905141,24.02486003,13
49.83933472,24.02566356,41
49.83894950,24.02468322,25
49.83907549,24.02520498,12
49.83893391,24.02494559,18
49.83864896,24.02414522,18
49.83880024,24.02470858,39
49.83857754,24.02398999,24
49.83876607,24.02463887,82
49.83856617,24.02367083,39
49.83854623,24.02423814,13
49.83842552,24.02376395,17
49.83837632,24.02394710,64
49.83833177,24.02360944,7
49.83823298,24.02370526,4
49.83804096,24.02310276,18
49.83791598,24.02289062,38
49.83774671,24.02259916,45
49.83759662,24.02233959,34
49.83685170,24.02150821,50
49.83675139,24.02133709,11
49.83727686,24.02178121,11
49.83654254,24.02112033,16
49.83718242,24.02162697,15
49.83615620,24.02134848,15
49.83705551,24.02140133,12
49.83595139,24.02114131,29
49.83692516,24.02119443,17
49.83583781,24.02096021,28
49.83679373,24.02096783,32
49.83572803,24.02077405,15
49.83666870,24.02076017,24
49.83562513,24.02060542,24
49.83654999,24.02055444,26
49.83646384,24.02100524,24
49.83639067,24.02027656,45
49.83631477,24.02047742,19
49.83628319,24.02007652,38
49.83616619,24.02023390,15
49.83610724,24.01976174,27
49.83605819,24.02004708,37
49.83598503,24.01953689,19
49.83595905,24.01989073,21
49.84008033,24.02704119,5
49.83584814,24.01970602,13
49.83557201,24.01977370,33
49.84003190,24.02694810,12
49.86042582,23.96822724,4
49.86012433,23.96791776,1
49.85489402,24.01659364,4
49.85489502,24.01637326,4
49.78472204,24.05816864,527
49.78632036,24.05632660,130
49.78389363,24.05560637,86
49.78561016,24.05577699,201
49.78465227,24.05565747,147
49.78613083,24.05575893,196
49.78319011,24.05446264,311
49.78642073,24.05550480,360
49.78325311,24.05393127,313
49.78661986,24.05480190,74
49.78344034,24.05305552,192
49.78475710,24.05480174,56
49.78310937,24.05279110,300
49.78492842,24.05483732,319
49.78450125,24.05432304,29
49.78484202,24.05439761,266
49.78442892,24.05369600,326
49.78419889,24.05259725,181
49.78505687,24.05662840,233
49.78582044,24.05646481,283
49.78454710,24.05710334,370
49.83473573,24.03112208,23
49.83384917,24.02990371,13
49.83381291,24.02987041,6
49.83256118,24.02883836,4
49.83211173,24.02828310,5
49.83414128,24.03012810,36
49.83386011,24.02973802,55
49.83145476,24.02735233,2
49.83368488,24.02956614,10
49.83140358,24.02700929,12
49.83360796,24.02948831,14
49.83127799,24.02684091,24
49.83366982,24.02883829,8
49.83347119,24.02925926,12
49.83342343,24.02920897,8
49.83325489,24.02912227,34
49.83507682,24.03162941,21
49.83263507,24.02832212,6
49.83271001,24.02808739,2
49.83177680,24.02713712,20
49.83497016,24.03150848,26
49.83485311,24.03131391,26
49.83394610,24.03006342,17
49.83362981,23.99321645,3
49.83358288,23.99294734,3
49.83355465,23.99278998,2
49.83349580,23.99325421,10
49.83351811,23.99336918,11
49.83364608,23.99329909,16
49.83329020,24.08449792,8
49.83350415,24.08467777,3
49.83333483,24.08471506,5
49.83242325,24.08434804,2
49.83318064,24.08472135,6
49.83256214,24.08460310,2
49.83235155,24.08459363,3
49.83396884,24.08429793,4
49.83389704,24.08448549,4
49.83378435,24.08435405,7
49.83367754,24.08459641,3
49.83344708,24.08432581,5
49.83374389,24.08459400,4
49.82909788,23.96626056,14
49.82934830,23.96650415,8
49.82893166,23.96627316,4
49.82903335,23.96653355,11
49.82879620,23.96631079,6
49.82860675,23.96618887,8
49.82847547,23.96625597,1
49.82836468,23.96644019,6
49.82987473,23.96629234,2
49.82823962,23.96620539,4
49.82800980,23.96614726,7
49.82786074,23.96633538,6
49.82750328,23.96611770,2
49.82987309,23.96655131,4
49.82684172,23.96604853,2
49.82771721,23.96613928,5
49.82620319,23.96607328,10
49.82608805,23.96580324,11
49.82576008,23.96603187,5
49.82562411,23.96580449,7
49.82534258,23.96595882,9
49.82553233,23.96573259,6
49.82537176,23.96571354,3
49.82520547,23.96569412,2
49.82502578,23.96567183,3
49.82486060,23.96565292,6
49.82468698,23.96563353,4
49.82446258,23.96559825,4
49.82431482,23.96558325,6
49.82416252,23.96556716,5
49.82403800,23.96554300,7
49.82937587,23.96630054,8
49.83893055,24.02372299,30
49.83931534,24.02438220,10
49.83930039,24.02416960,17
49.83914324,24.02397851,15
49.83907051,24.02389480,20
49.84387645,24.03192416,8
49.84276106,24.03226763,23
49.84294941,24.03199671,6
49.84302153,24.03215438,33
49.84359095,24.03199352,14
49.85710203,24.04523533,7
49.85721462,24.04490167,11
49.85707628,24.04484200,3
49.85713727,24.04426797,33
49.85733517,24.04362034,1
49.85715425,24.04354283,3
49.85718429,24.04586870,14
49.85710411,24.04552490,6
49.82919079,23.96569781,3
49.82871861,23.96583752,3
49.82864892,23.96583096,1
49.82855076,23.96583596,7
49.82816947,23.96592888,1
49.82805486,23.96587506,2
49.82794802,23.96585637,5
49.82783315,23.96577437,2
49.82753316,23.96567339,5
49.82718890,23.96569202,1
49.82658826,23.96541786,3
49.82692630,23.96559983,7
49.82975110,23.96582831,8
49.82597358,23.96530856,5
49.82683981,23.96558780,1
49.82583793,23.96519379,6
49.82648262,23.96553530,5
49.82920705,23.96588588,6
49.82553671,23.96524316,11
49.82537796,23.96522671,7
49.82520566,23.96520547,4
49.82505824,23.96519005,1
49.82489131,23.96517186,5
49.82471780,23.96515143,6
49.82414359,23.96507926,7
49.82887271,23.96586116,2
49.83864464,24.08142176,4
49.83817409,24.08173060,2
49.83778814,24.08286345,4
49.83798491,24.08437459,6
49.83795407,24.08201596,2
49.83818088,24.08477094,3
49.83826111,24.08497792,2
49.83767648,24.08253050,3
49.83846728,24.08106283,2
49.83761389,24.08292331,7
49.83753581,24.08316621,2
49.83748905,24.08338318,4
49.83752595,24.08351067,5
49.83845988,24.08163816,2
49.83739917,24.08374533,4
49.83752571,24.08409810,3
49.83758663,24.08435067,4
49.83774454,24.08421300,1
49.83767418,24.08457996,6
49.83848529,24.08133441,6
49.83784822,24.08441754,1
49.83796341,24.08477136,3
49.83802221,24.08514429,9
49.83818234,24.08203733,8
49.83803605,24.08224875,3
49.83783102,24.08271737,7
49.88051036,23.94757207,6
49.87929411,23.94919130,1
49.87909679,23.94944410,3
49.87898157,23.94955236,6
49.87884790,23.94985779,1
49.87868803,23.95006347,5
49.88029129,23.94828118,2
49.87822243,23.95057723,3
49.87784102,23.95132322,7
49.87776282,23.95161446,7
49.87677442,23.95324819,8
49.88057139,23.94782036,5
49.87655999,23.95389601,8
49.87635679,23.95392849,4
49.87631200,23.95418878,6
49.87977189,23.94858992,3
49.88054613,23.94824888,5
49.87959221,23.94880298,2
49.87939595,23.94900253,5
49.83652756,24.03012125,21
49.83648491,24.02977976,10
49.83645738,24.02955842,6
49.83642323,24.02938158,28
49.83608712,24.02904217,29
49.83628710,24.02908420,9
49.83595507,24.02882802,29
49.83667112,24.03129520,5
49.83604303,24.02865019,4
49.83647294,24.03055794,21
49.83664058,24.03106648,13
49.83644550,24.03030554,11
49.83661634,24.03086397,7
49.83638713,24.02983451,20
49.83657359,24.03055183,3
49.83629296,24.02945093,17
49.81585558,24.05327424,152
49.81533922,24.05109211,14
49.81527141,24.05152403,6
49.81517403,24.05201912,16
49.81536657,24.05215041,2
49.81544632,24.05250934,12
49.81625770,24.05034465,21
49.81553736,24.05288547,6
49.81567745,24.05399984,6
49.81567430,24.05359737,24
49.81573203,24.05266813,166
49.81589334,24.05500666,145
49.81623484,24.05660929,441
49.81593007,24.05051281,27
49.81561309,24.05206666,134
49.81561926,24.05065028,206
49.81604031,24.05093628,205
49.81549287,24.05076728,11
49.84715659,24.08243072,10
49.84679216,24.08178107,4
49.84676968,24.08216450,4
49.84677500,24.08285610,15
49.84681380,24.08080691,8
49.84717222,24.08281250,11
49.84644781,24.08088169,7
49.84721199,24.08318781,3
49.84676330,24.08128908,2
49.84677848,24.08152154,4
49.84944469,23.98197992,26
49.85019272,23.98168715,1
49.85039608,23.98157692,1
49.85045392,23.98155478,5
49.85029716,23.98225488,16
49.85054550,23.98213248,6
49.85070310,23.98121766,1
49.84996751,23.98213142,3
49.84917585,23.98209519,16
49.84949888,23.98219774,16
49.85015546,23.98171011,2
49.84981405,23.98229396,15
49.82061135,23.99617767,7
49.82110541,23.99682823,4
49.82123527,23.99684865,4
49.82052321,23.99638547,4
49.82078407,23.99631297,4
49.82066699,23.99649708,8
49.82106576,23.99646689,3
49.82073079,23.99699848,2
49.82121074,23.99655383,8
49.82096312,23.99671839,14
49.81616144,24.02610239,34
49.81553919,24.02985272,29
49.81654079,24.02977847,137
49.81693222,24.02891814,127
49.81769517,24.02943463,216
49.81735686,24.02875319,90
49.81639176,24.03052721,158
49.81793501,24.02882654,111
49.81577531,24.02620516,31
49.81691889,24.03031694,100
49.81734007,24.03012389,106
49.81784106,24.03010791,105
49.81601353,24.02672945,29
49.81558010,24.02682002,30
49.81581750,24.02737792,32
49.81537178,24.02750461,37
49.81562707,24.02797897,40
49.81520435,24.02810492,102
49.81542649,24.02860467,30
49.84603573,23.99106137,11
49.84229582,23.98856204,3
49.84241906,23.98848394,3
49.84518815,23.99109494,16
